ensembl_gene	chrom	start	end
IGHV1-45	CHR_HSCHR14_3_CTG1	106531677	106532172
TKFC	11	61333210	61353295
IGHV1-46	CHR_HSCHR14_3_CTG1	106535796	106536537
UQCC2	6	33694293	33711727
AL009183.1	1	7942372	7942726
TTTY8B	Y	6470773	6473630
SKP1P3	9	39485379	39485865
ZNF658B	9	39443815	39508885
HTATSF1P1	CHR_HSCHR6_MHC_QBL_CTG1	33166626	33168528
POR	7	75899200	75986855
AL133476.1	9	35491133	35491969
IGHVII-46-1	CHR_HSCHR14_3_CTG1	106540499	106540535
IGHV3-47	CHR_HSCHR14_3_CTG1	106543263	106543708
AC087499.2	17	20716481	20737127
HSPA1A	CHR_HSCHR6_MHC_QBL_CTG1	31805699	31808181
IGHVIII-47-1	CHR_HSCHR14_3_CTG1	106555822	106556152
AC008610.1	5	180293245	180295253
EIF5	14	103333544	103345025
ITPR3	6	33620365	33696574
CCDC124	19	17933015	17943991
FKBP4P2	9	39631046	39632416
ZFYVE9P1	X	137660519	137662242
SDR42E1P1	9	39651901	39652377
HSPA1B	CHR_HSCHR6_MHC_QBL_CTG1	31817974	31820498
Z96074.1	X	137573752	137981780
ATP5F1AP8	9	39654241	39655531
ZIC3	X	137566127	137577691
AC100810.6	8	1726273	1726557
TVP23BP2	2	74628328	74628942
RNFT1P3	17	20743333	20754501
RAB28P1	9	39734670	39735628
HNRNPA1P19	17	20771058	20771427
LPXN	11	58526871	58578220
RBPJP5	9	39739747	39741193
CPA1	7	130380339	130388114
CAPN5	11	77066961	77126155
CAMP	3	48223347	48225491
CENPS-CORT	1	10430102	10452153
IGHV3-48	CHR_HSCHR14_3_CTG1	106562491	106563025
AC010154.1	Y	6492976	6496757
TSPY17P	Y	6520463	6520929
LINC01337	5	80608623	80622524
IGHV3-49	CHR_HSCHR14_3_CTG1	106581617	106582158
AL450487.1	X	65821255	65822249
MAFK	7	1530702	1543043
FABP5P6	5	119555250	119555658
IGHVII-49-1	CHR_HSCHR14_3_CTG1	106589056	106589279
OLA1P2	17	20775642	20776905
HPN-AS1	19	35042902	35106307
FRMD4A	10	13643706	14462142
SRIP3	Y	6718962	6719180
FNDC1-IT1	6	159240786	159243329
AC108452.1	18	37960220	37992413
IGHV3-50	CHR_HSCHR14_3_CTG1	106590798	106591236
HCG25	CHR_HSCHR6_MHC_QBL_CTG1	33178341	33183793
AC012669.1	2	180473137	180473419
AC126120.1	3	50719482	50719951
CENPS	1	10430433	10442808
IGHV5-51	CHR_HSCHR14_3_CTG1	106603423	106603917
NR2F6	19	17231883	17245940
RPSAP34	4	108407843	108408578
ST13P14	3	50876712	50877657
AC009478.1	2	180571712	180692454
FTH1P20	2	180872867	180873414
GLIDR	9	39748514	39810097
ZACNP1	4	108415220	108416639
RHBDL1	16	675666	678268
SCHLAP1	2	180692104	180916939
AC138747.3	CHR_HSCHR15_1_CTG8	28361822	28365684
EXOC7P1	4	108417705	108419763
AF038458.1	19	35957121	35957382
AC104820.1	2	180801227	180801533
AC013412.1	Y	6789153	6789344
AF038458.3	19	35947115	35959192
MICA	CHR_HSCHR6_MHC_MANN_CTG1	31442784	31459233
AC104076.2	2	180938830	180939298
IGHVIII-51-1	CHR_HSCHR14_3_CTG1	106608187	106608488
RPS18	CHR_HSCHR6_MHC_QBL_CTG1	33200834	33205337
RPL34-AS1	4	108538190	108620460
MAGEA13P	X	138482745	138483695
AF038458.2	19	35960512	35964063
DNM1P17	10	30353706	30357365
CORT	1	10449719	10451902
IGHVII-51-2	CHR_HSCHR14_3_CTG1	106609399	106609657
KRT8P6	X	138487665	138488871
AL353796.2	10	30309803	30312026
SDHAF1	19	35995199	35996315
IGHV3-52	CHR_HSCHR14_3_CTG1	106611057	106611507
GOLGA2P6	10	30364410	30374386
AL357123.1	X	138558996	138559298
CIDEA	18	12254361	12277595
AL031283.1	1	15402979	15409433
AL139424.1	1	10429881	10430677
BX664615.1	9	39809562	39810019
AC100781.1	18	38655209	38688033
AP002765.1	11	123668499	123675569
GRP	18	59220158	59230774
AC100810.2	8	1730206	1731452
SCDP1	17	20784645	20785725
HCG17	CHR_HSCHR6_MHC_APD_CTG1	30226495	30390031
MTPAP	10	30309801	30374448
EFHD2	1	15409888	15430339
ANKLE1	19	17281645	17287646
AC126365.1	17	20788071	20789584
AC126365.2	17	20789217	20789595
PSMA2P3	2	202179297	202179971
TRIM26BP	CHR_HSCHR6_MHC_APD_CTG1	30230757	30234733
KIAA2012	2	202073255	202205188
AC012676.5	16	4346694	4348648
DEFB103A	8	7881204	7882664
TRIM39	CHR_HSCHR6_MHC_APD_CTG1	30390376	30407632
CORO7-PAM16	16	4340251	4420494
HSPD1P2	8	7891003	7892555
AC108860.1	8	94688228	94688610
ATRAID	2	27212027	27217178
DEFB4A	8	7894629	7896711
MANF	3	51385291	51389397
CR382333.1	CHR_HSCHR6_MHC_MANN_CTG1	29931024	29932015
AC005324.2	17	15761614	15763769
SUMO2P1	CHR_HSCHR6_MHC_MCF_CTG1	29635855	29636138
AL355095.1	14	82788478	82796221
AC079354.2	2	202178660	202179391
RPL34	4	108620566	108630412
CDRT15P2	17	15764703	15765664
AL359238.1	14	83017106	83018144
COL9A3	20	62816244	62841159
DAZAP2P1	2	202201384	202201886
ZSWIM5P1	17	15768717	15771426
PRSS22	16	2852730	2858170
AL162872.1	14	83018201	83039602
AC079354.3	2	202137570	202149627
AL662845.1	CHR_HSCHR6_MHC_COX_CTG1	32892631	32893145
IL6STP1	17	15783288	15784307
AL161713.1	14	83805496	83805640
KIAA2012-AS1	2	202075410	202117062
LINC02305	14	83903437	83915377
AP005264.7	18	12279427	12282739
HLA-DMA	CHR_HSCHR6_MHC_COX_CTG1	32870929	32893044
AP005264.1	18	12288308	12291488
ZDHHC5	11	57667747	57701182
MEIS3P1	17	15786618	15787575
PGAM1	10	97426191	97433444
AC015922.2	17	15787787	15788205
AL356807.1	14	83986776	84140544
AC015922.3	17	15789016	15789705
ZNRD1	CHR_HSCHR6_MHC_MANN_CTG1	30054063	30060065
AC090774.2	17	20855946	20857317
MTND4P33	14	84172841	84173606
AC015922.1	17	15792862	15793045
AC008894.1	19	16103761	16104254
AC087393.2	17	20999747	21000323
MTND5P35	14	84173791	84175510
AC090774.1	17	20938023	20938344
RPL13P	6	28861416	28862047
LINC01623	6	28859625	28864630
LINC02087	17	15806241	15847996
MTCYBP27	14	84176419	84177088
USP22	17	20999596	21043760
AL163642.1	14	84951274	84951373
AL163642.2	14	84998278	84999296
SPECC1P1	17	15829369	15908632
AL357172.1	14	85202849	85239474
AL034397.2	X	65925836	66001436
AL357832.1	6	159353922	159383339
LINC00911	14	85393828	85420550
AL034397.1	X	65956289	65957196
VPS52	CHR_HSCHR6_MHC_QBL_CTG1	33179079	33200871
AP002907.1	8	102256392	102257821
SUMO2P19	8	102242040	102242619
LINC02529	6	159383422	159401147
LINC02329	14	85385927	85388765
AL049775.2	14	85362457	85516934
UBR5-AS1	8	102239394	102253750
VPS37D	7	73667831	73672112
IMP4	2	130342225	130347810
HMGB1P9	2	218200434	218201388
ZSCAN25	7	99616946	99632408
CSNK2A1	20	472498	543835
AL354956.1	1	10458555	10459338
CATSPERG	19	38335775	38370943
NUTF2P5	10	13870797	13871175
DFFA	1	10456522	10472529
AL034397.3	X	66015461	66020422
AL139405.1	10	14372001	14377586
AL157392.1	10	13710415	13712054
ENTPD3-AS1	3	40313802	40453329
OFD1P12Y	Y	23972780	23995081
AC003965.2	16	2857898	2859726
AL157896.1	10	14074284	14087605
THYN1	11	134248279	134253370
ELOCP10	Y	24006911	24007237
EXOSC1	10	97435909	97446017
CDY1B	Y	24045229	24048019
ALKBH6	19	36009120	36014239
PGAM1P3	3	40322715	40323279
PPIA	7	44796680	44824564
CDY17P	Y	24049878	24051487
ENTPD3	3	40387184	40428744
ZNF202	11	123723914	123741675
USP9YP35	Y	24077799	24079812
AC009831.1	18	31942575	31944156
TRAPPC8	18	31829180	31953136
RSPH9	6	43645036	43672600
UBE2V2P1	10	19051455	19052170
MTND1P37	10	19747172	19747435
AC010463.1	19	17267418	17282966
AL139423.2	1	10612222	10616452
HMGN1P20	10	19489101	19489400
FLRT2	14	85530144	85654428
PARP8	5	50665899	50846519
PEX14	1	10472288	10630758
MALRD1	10	19048801	19790401
AC010646.1	19	17235940	17255448
SKI	1	2228319	2310213
AL049775.3	14	85528599	85529386
AL049775.1	14	85518871	85531585
RPSAP22	2	85490930	85491780
MRPS18A	6	43671303	43687791
AC016910.1	2	143937073	143964156
PARTICL	2	85537462	85538666
SLC49A3	4	681829	689441
HCG18	CHR_HSCHR6_MHC_APD_CTG1	30354705	30391047
GPR119	X	130384345	130385660
CCDC144NL-AS1	17	20868433	21002276
AC005020.1	7	99638242	99638767
MARCH2	19	8413270	8439017
BUD23	7	73683025	73705161
LINC02328	14	85911438	86161500
SRPRA	11	126262938	126269144
AL157895.1	10	19710328	19728550
AL590822.3	1	2315040	2323085
MORN1	1	2321253	2391707
LINC02316	14	86006893	86062981
AL590378.1	10	19290223	19291480
EFCAB8	20	32858923	32961609
AL354695.1	10	19491072	19491299
MTND2P16	10	19747823	19748621
AC233300.1	X	48939992	48940808
OMP	11	77102840	77103331
OTUD5	X	48922028	48958386
AC136469.1	19	8423355	8427827
TCFL5	20	62841005	62861822
TRPT1	11	64223799	64226254
AC079193.2	8	17131181	17149789
AC005696.3	17	2688473	2688960
CR759828.1	CHR_HSCHR6_MHC_MCF_CTG1	31384925	31385659
WASF5P	CHR_HSCHR6_MHC_MCF_CTG1	31364601	31366055
EMX2	10	117542445	117549546
AC079193.1	8	17150301	17150888
MOG	CHR_HSCHR6_MHC_MCF_CTG1	29656787	29672153
AC006006.1	7	140934867	140935010
C21orf58	21	46300181	46323875
HLA-B	CHR_HSCHR6_MHC_MCF_CTG1	31346626	31433637
UBE2Q2P10	8	86660525	86661922
CNGB3	8	86553977	86743675
HMBS	11	119084866	119093549
ABHD17AP6	17	20814620	20844257
RPP21	CHR_HSCHR6_MHC_APD_CTG1	30393209	30410787
AC087393.3	17	20981489	20981654
CCDC144NL	17	20836447	20896140
FLOT1	CHR_HSCHR6_MHC_COX_CTG1	30717565	30732592
PRSS23	11	86791059	86952910
ADORA2B	17	15944917	15975746
AC005871.2	10	117425194	117490419
DPH3P1	20	62845664	62845912
EMX2OS	10	117473215	117545068
RNASEH1P1	17	20901939	20902680
AC087393.1	17	20983902	20984046
AC107926.1	17	20963722	20980238
SPECC1P2	17	20956682	20958404
PKM	15	72199029	72231822
AL513477.1	1	2350414	2352820
AL078604.3	6	159555964	159556174
AL078604.1	6	159526062	159526527
AL513477.2	1	2363061	2363628
AL078604.2	6	159586955	159589169
AL078604.4	6	159468601	159662627
AL589739.1	1	2326201	2326693
AP001350.1	11	58611119	58612642
FGF7P3	9	39816542	40106661
CNTF	11	58622665	58625733
AC024267.1	17	28861072	28861966
CR769767.1	9	39892550	39892895
RPL7AP49	9	39983821	39984401
GOLGA2P1	8	86657388	86660293
ZFP91	11	58579063	58621550
AL772307.1	9	39983793	40106611
MYL5	4	673580	682033
AL773545.3	9	40105822	40106527
CPNE3	8	86514435	86561498
HNRNPA3P7	5	154337471	154338452
OR7E13P	11	86832540	86833449
AP000654.1	11	86833068	86837615
HDAC11-AS1	3	13476982	13480053
FZD4	11	86945679	86955395
TAS2R39	7	143183419	143184435
AP001528.1	11	86892214	86925037
AC002116.1	19	36008638	36014235
OR7E2P	11	86857059	86857947
AP004147.1	11	120867933	120894797
AC007106.1	4	27964517	27985063
AP000654.2	11	86821143	86821728
HMGB1P42	11	120936102	120936654
AC073342.2	7	143220468	143222267
AP001528.2	11	86908990	86912238
ELOCP22	11	120619934	120620267
RAB8A	19	16111889	16134234
AC093791.2	4	28225969	28288297
GRIK4	11	120511700	120988904
AC093791.1	4	28343862	28402936
TAS2R40	7	143222037	143223079
AL356218.2	9	33401478	33410553
SYNE4	19	36003307	36008813
ZFP91-CNTF	11	58579172	58624639
AC097480.2	4	28580991	28600845
AC097480.1	4	28435449	28600275
ZNF812P	19	9689924	9700776
AC005625.1	19	38361795	38362484
AC084048.1	4	10685003	10697661
MESTP3	4	28823244	28824211
FOXRED1	11	126269055	126278131
AQP7	9	33383179	33402682
AC008759.3	19	9721903	9722410
AC073342.3	7	143224042	143224234
AC022960.1	18	31844388	31845178
SMARCE1P7	10	101181144	101181951
LINC01514	10	101176306	101194147
CCDC115	2	130337933	130342699
AC022960.2	18	31895745	31896410
AC008759.1	19	9724008	9725086
AC022960.3	18	31883288	31883728
AC008759.2	19	9730853	9731943
MRPS18AP1	3	48256350	48256938
AC006252.1	3	52239258	52241097
HNRNPM	19	8444767	8489114
NME6	3	48290722	48301685
PTMAP11	9	96910076	96910405
AL158827.1	9	96918928	96919318
NUTM2G	9	96928310	96940253
AL442224.1	9	93808347	93858340
EPC2	2	148644440	148787569
AL121601.2	X	123878590	123879296
XIAP	X	123859724	123913979
KCNN1	19	17951293	18000080
BARX1	9	93951627	93955355
HNRNPA1P2	CHR_HSCHR6_MHC_QBL_CTG1	32283008	32283967
ATP5ME	4	672436	674330
AL161941.1	20	16177933	16259603
TSBP1	CHR_HSCHR6_MHC_QBL_CTG1	32250505	32329363
PPIAP17	20	16223750	16224535
FERMT3	11	64206678	64223886
PRKAG2-AS1	7	151877042	151879223
BARX1-DT	9	93955597	93959140
RAX	18	59267035	59274086
AC008894.2	19	16123661	16139892
AL590006.2	CHR_HSCHR6_1_CTG8	128032022	128089384
AC130343.2	17	1684726	1685151
UGT3A2	5	36035021	36071358
AL132642.3	CHR_HSCHR14_7_CTG1	93895762	93897759
HSH2D	19	16134028	16158575
CU457734.2	CHR_HSCHR19LRC_COX1_CTG3_1	54268383	54269416
AL031005.2	1	21177054	21178164
PRPF8	17	1650629	1684867
PRKAG2	7	151556124	151877125
YRDCP2	9	96954820	96955461
DEFB108A	8	7934412	7938770
MFSD14C	9	96887373	97013708
TNFRSF11A	18	62325287	62391288
ZNF705B	8	7926337	7952413
FAM181A	CHR_HSCHR14_7_CTG1	93918894	93929608
TSC22D1-AS1	13	44575893	44580432
DCAF1	3	51395867	51500002
AC130365.1	8	7967344	7968544
CLASP2	3	33496245	33718356
FAM66E	8	7955014	8008755
FAM181A-AS1	CHR_HSCHR14_7_CTG1	93904730	93927066
AL139184.1	13	44437057	44464921
USP17L8	8	7971661	7973253
USP17L3	8	7976393	7977985
XIAP-AS1	X	123872626	123873932
DEFB109C	8	7990415	7997521
AC068944.2	4	29010619	29011021
TSC22D1	13	44432143	44577147
LINC02364	4	28996498	29017256
HASPIN	17	3723903	3726699
PLA2G12AP2	13	38902387	38902650
ANKRD26P2	13	38922727	38936199
ITGAE	17	3714628	3801188
NR1D1	17	40092793	40100589
CECR3	22	17256859	17266733
FAM32BP	22	17213516	17214155
AC005300.1	22	17192936	17193308
AC111193.1	4	113840050	113840236
CYP1A1	15	74719542	74725536
DCAF8L2	X	27590382	27748821
LINC01366	5	170307722	170335508
SLC16A14P1	8	106215763	106217218
STOML3	13	38965925	38990859
AC090572.3	8	86707547	86765023
ARHGEF10	8	1823926	1958641
MIOXP1	8	86593755	86594589
ADA2	22	17178790	17258235
AC034199.1	5	170308701	170312716
AP000879.2	11	70129297	70149623
DNAJC30	7	73680918	73683453
ANO1-AS1	11	70187788	70188509
TSBP1-AS1	CHR_HSCHR6_MHC_QBL_CTG1	32347957	32351132
CTRC	1	15438442	15449242
ANO1	11	70078302	70189528
AC107613.1	X	27811885	27812902
STX1A	7	73699206	73719672
MAGEB10	X	27807990	27823014
THRA	17	40058290	40093867
PLCD4	2	218607855	218637184
AP001453.1	11	64229214	64234352
AC016612.1	5	36071791	36072079
AL138960.2	13	44432144	44432678
DNAJC4	11	64230278	64234286
AC112492.2	X	27832175	27833204
BLOC1S2	10	100273280	100286680
AC106772.2	5	524109	527448
AC112492.4	X	27847588	27847939
ZNF37CP	10	37883594	37884109
FAM118B	11	126211724	126262984
EXOC3	5	443175	471937
AC079780.1	7	23480753	23480959
RBM15B	3	51391285	51397908
SKIV2L	CHR_HSCHR6_MHC_MCF_CTG1	32035523	32046194
AC112492.3	X	27854323	27855353
RPS2P32	7	23490473	23491364
AC112492.5	X	27863893	27864349
AC112492.1	X	27893348	27894059
WDR88	19	33132090	33175799
SLC44A4	CHR_HSCHR6_MHC_DBB_CTG1	31845377	31861227
OSTC	4	108650585	108667820
LMBRD2	5	36098407	36151887
AC100843.1	18	62372894	62378130
VPS41	7	38722974	38932394
AL132639.2	14	39265703	39267061
LINC02559	22	26161834	26164303
AL022337.1	22	26161905	26169341
AL358612.1	10	25924448	25933710
AC116914.2	17	3721628	3722488
PPM1M	3	52245759	52250599
AC116914.1	17	3729361	3730493
NUDT22	11	64225941	64230686
OR6X1	11	123753488	123754545
HLA-V	CHR_HSCHR6_MHC_DBB_CTG1	29788252	29795033
AC010442.1	5	466124	473098
AC211433.1	7	74688864	74729001
ZNF589	3	48241100	48299253
AP006296.1	11	18665050	18665548
IMPA1	8	81656914	81686331
ZNF846	19	9751993	9793180
SLC9A3-AS1	5	473236	480884
AC068944.1	4	29046591	29048765
DCAF8L1	X	27977992	27981449
AC109349.1	4	29118304	29211696
HCG4	CHR_HSCHR6_MHC_DBB_CTG1	29789145	29790142
AP001350.2	11	58627435	58628528
NPAT	11	108157215	108222638
HCG9	CHR_HSCHR6_MHC_MANN_CTG1	29970259	29973553
AC124798.2	11	17349053	17351703
BTNL2	CHR_HSCHR6_MHC_QBL_CTG1	32351409	32364583
AL137246.1	13	102888858	102889834
AC107956.1	11	17228279	17229151
GTF2I	7	74650231	74760692
METTL21EP	13	102880099	102896033
AL137246.2	13	102903339	102904000
FCF1P2	3	48290793	48291375
NUCB2	11	17208153	17349980
LINC01499	11	41714534	41857733
SLC9A3	5	470456	524449
LINC02472	4	29214253	29291869
ZDHHC20-IT1	13	21376977	21377874
AC092593.2	4	29407100	29408012
ZDHHC20	13	21372573	21459370
AC092593.1	4	29465701	29467850
AC023442.1	11	41797543	41797964
AC023442.3	11	41855920	41875997
HLA-J	CHR_HSCHR6_MHC_MANN_CTG1	30001721	30005094
CELA2A	1	15456728	15472091
AC073869.5	2	131363364	131364881
NONOP2	2	60936819	60938049
RAB6D	2	131361111	131364142
AC010733.1	2	60938204	60938604
AC023442.2	11	41876634	41877078
AC013448.2	2	223505476	223510933
EEF1A1P21	4	29748757	29750100
LINC02745	11	41993381	42163851
AC008752.3	19	9756152	9756863
UBE2L4	19	9774497	9774960
SCG2	2	223596940	223602361
PTPN5	11	18727928	18792721
RPL7AP66	18	39334872	39335672
AC099845.1	18	39655645	39665494
SMARCE1P5	13	44594858	44596082
HLA-DRA	CHR_HSCHR6_MHC_QBL_CTG1	32397298	32402508
MIR924HG	18	39206917	39800322
AL356515.1	13	44684487	44715393
AC003965.1	16	2866325	2868251
LINC00407	13	44651812	44701016
LINC02740	11	42183292	42253721
AL353743.1	9	85805359	85849542
PHBP7	9	85898903	85899716
AC012510.1	2	218633256	218634014
AL353743.3	9	85934588	85936599
AC027031.1	8	106265435	106268741
CELA2B	1	15465909	15491395
PTCD2P2	10	88876450	88877544
AC136469.2	19	8444570	8445597
TPST2P1	15	36626674	36627775
CCT4P1	7	140997952	140999800
AC013640.1	15	36641186	36669097
AC104779.1	4	113943256	113944320
FLYWCH2	16	2883213	2899382
CSNK1A1P1	15	36798596	36818459
OR2A4	6	131699644	131701401
ARSJ	4	113900284	113979727
AC100810.1	8	1761054	1764508
LINC00330	13	44799503	44809630
LITAF	16	11547722	11636381
MEF2A	15	99565417	99716466
ENPP3	6	131628442	131747418
TOX2	20	43914852	44069616
AC097510.1	4	29907659	29907791
NELFE	CHR_HSCHR6_MHC_MCF_CTG1	32028530	32035535
C11orf65	11	108308519	108467531
AC100810.3	8	1758208	1760447
HMGB3P26	14	103364239	103364820
MTCYBP10	2	131369062	131369711
AL445253.1	1	22142850	22157401
ABCA7	19	1040101	1065572
WNT4	1	22117313	22143969
AC027031.2	8	106270144	106272902
AC019257.8	8	1763888	1958627
AC144836.1	17	1241939	1254000
WDR19	4	39182504	39285810
RTEL1	20	63657810	63696253
RPS3AP17	4	29962644	29963758
AC021979.1	15	27621534	27629289
AC093815.1	4	114103938	114104225
AC021979.3	15	27662715	27667273
C15orf41	15	36579626	36810248
CLN8	8	1755778	1801711
AC021979.2	15	27684498	27685768
BHLHA9	17	1270559	1271460
AL359706.1	13	44982077	45083125
AF131216.5	8	11479203	11481068
RPS29P17	9	35592786	35592951
TCEANC	X	13653189	13681964
UGT8	4	114598770	114678225
AC106868.1	4	30006951	30008316
RPSAP5	14	103374033	103374916
CASP9	1	15490832	15526534
Z92544.1	16	678504	679777
GPALPP1	13	44989529	45037669
MTND6P10	2	131369785	131370301
AC004882.2	22	29711820	29719714
Z92544.3	16	678645	679061
HLA-DRB9	CHR_HSCHR6_MHC_QBL_CTG1	32417316	32430998
AC004882.1	22	29705256	29719859
RPL17P44	18	62415678	62416227
AC010746.2	2	197311393	197312740
AC100843.2	18	62418318	62418576
AP005660.1	8	94708952	94709244
NPM1P46	2	197379701	197380892
PPIAP34	1	22322840	22323331
AC011139.1	18	39314240	39328008
ACTBP9	18	62442028	62443126
GAPDHP52	13	21358373	21359314
AL591122.1	1	22364630	22366482
U2AF1L5	21	6484623	6499261
C2orf27AP3	9	40121962	40122540
MTCYBP43	4	30884443	30885182
AC097716.1	4	30776257	30793970
CABP7	22	29720003	29731833
CIR1P2	4	114713579	114714920
AC021701.1	18	70205774	70208781
PCDH7	4	30720415	31146805
HNRNPCP2	2	189923336	189924216
PTPDC1	9	94030794	94109856
ZMAT5	22	29730956	29767011
HIBCH	2	190189735	190344193
MICD	CHR_HSCHR6_MHC_MANN_CTG1	29965942	29967605
PARK7	1	7954291	7985505
FAM90A11P	8	8011782	8017011
NUFIP1	13	44939249	44989471
NLRP2	CHR_HSCHR19LRC_PGF1_CTG3_1	54894717	54929555
UQCR10	22	29767369	29770413
AC098595.1	4	30718805	30721970
AC019257.9	8	1957921	1963131
AC100810.7	8	1810823	1817113
ZNRD1ASP	CHR_HSCHR6_MHC_MANN_CTG1	29996148	30056801
TRARG1	17	1279662	1300978
NCMAP-DT	1	24538802	24556024
AC004882.3	22	29767091	29768096
RCAN3AS	1	24496254	24535400
ATM	11	108222484	108369102
AC012512.1	2	223704621	223705338
AC109810.1	11	42939775	42939998
AC009643.1	11	43065686	43066076
NCR1	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1	54892528	54896443
AC009643.2	11	43063637	43065932
NAA35	9	85941146	86025462
CD72	9	35609533	35646810
RCAN3	1	24502351	24541040
HNRNPKP3	11	43120762	43269393
SNHG32	CHR_HSCHR6_MHC_QBL_CTG1	31824855	31830009
AC093583.1	7	151806490	151810820
AC015987.1	7	135774521	135932997
MTPN	7	135926760	135977359
AC025917.1	15	52577842	52598709
RAB8B	15	63189560	63267776
AC009754.2	15	52679474	52690077
AC009754.1	15	52648634	52649866
RPL3P2	CHR_HSCHR6_MHC_MCF_CTG1	31357419	31358618
HLA-C	CHR_HSCHR6_MHC_MCF_CTG1	31345885	31349256
FAM214A	15	52581317	52709817
NMU	4	55595229	55636698
LUZP6	7	135927274	135927450
IL17RC	3	9917074	9933630
PRPF4	9	113275343	113292905
HLA-DRB3	CHR_HSCHR6_MHC_QBL_CTG1	32449765	32462852
AC092844.1	2	215178791	215310947
AC073284.1	2	215274992	215277947
ARL4AP2	4	40786110	40786710
AC131953.1	4	40812779	40826151
NSUN7	4	40749925	40811184
USPL1	13	30617693	30660770
FLYWCH1	16	2911937	2951208
USP9YP31	Y	24081704	24090346
CDY18P	Y	24104107	24106018
AL157815.1	13	92239835	92241951
RAB9A	X	13689128	13710504
DPY30	2	31867809	32039805
AL356737.1	13	92658994	92659227
AL356737.2	13	92610646	92677725
AL356118.1	13	91485793	91486870
GPC5-IT1	13	92484606	92510094
AL162456.1	13	91994518	91996523
GPC5-AS2	13	92339794	92379536
AC103974.1	11	18706537	18740568
CTAGE9	6	131708441	131711017
AL357874.1	9	35646270	35647099
AL133351.4	6	3033183	3033288
BCAR1P2	15	21080812	21081447
GPC5	13	91398621	92873682
FAM136BP	6	3045384	3045800
AC126335.1	15	21127698	21130095
TMEM86A	11	18693122	18704785
AL357874.2	9	35642514	35643517
AC126335.2	15	21148334	21152970
UBBP3	2	148863564	148863804
TESK1	9	35605262	35610041
AL773545.2	9	40131747	40132218
CYCSP24	9	94038030	94038345
AL773545.1	9	40130921	40153147
PEX13	2	61017225	61051990
AL773545.4	9	40167392	40171329
BTG3	CHR_HSCHR21_6_CTG1_1	17604145	17612947
MEP1AP1	9	40187792	40193921
AL159152.1	13	92446470	92449056
AC103974.2	11	18761664	18764965
AC243732.1	17	36574462	36575325
FABP5P4	13	92180715	92180885
GPC5-AS1	13	92701389	92721614
GGNBP2	17	36544912	36589848
IGSF22	11	18704305	18726230
VSIG4	X	66021738	66040125
IL32	16	3065297	3082192
LINC01149	CHR_HSCHR6_MHC_MANN_CTG1	31484113	31489410
TENM1	X	124375903	124963817
IDH1-AS1	2	208255247	208256181
CDC26	9	113255835	113275572
AC105402.2	2	148870024	148870381
ARPC2	2	218217141	218254356
MED19	11	57703714	57712323
IDH1	2	208236227	208266074
PKD2L1	10	100288149	100330264
BTG3-AS1	CHR_HSCHR21_6_CTG1_1	17611744	17633199
PMS2	7	5970925	6009106
KIF5C	2	148875227	149026759
LARP4P	15	36617089	36619265
BMS1P16	15	21160305	21167357
APBB2	4	40810027	41216714
MEMO1	2	31865060	32011230
SLC31A1	9	113221544	113264492
AC103988.1	15	36613474	36614198
FAM95B1	9	40321299	40329221
GFPT2	5	180300698	180353336
AC112495.1	X	28571532	28586395
AC068446.3	15	21250180	21260147
NPPB	1	11857464	11858945
PUS10	2	60940222	61018259
AP000432.4	CHR_HSCHR21_6_CTG1_1	17659276	17660384
FP236240.3	21	6507017	6507389
AC114973.1	5	56975593	56976224
AC004034.1	16	2939714	2954276
AC068446.1	15	21293653	21295201
RPL23AP86	16	2922662	2923202
LBX1	10	101226195	101229794
FP236240.2	21	6520344	6520670
